ID,DATA_MOV,DATA_INS,IMPORTO,DARE_AVERE,ID_TIPO_MOV,ID_CONTO,NOTE
384,2021-05-20,2021-05-25 00:50:27,17,6,True,6,4,[Saldo del credito DeC_5] 
385,2021-05-23,2021-05-25 00:50:40,8,True,6,1,[Saldo del credito DeC_6] 
386,2021-05-24,2021-05-25 01:04:07,7,6999998,False,1,1,
387,2021-05-25,2021-05-26 14:23:45,10,False,1,2,
389,2021-05-26,2021-05-27 11:59:39,5,False,1,2,
390,2021-05-27,2021-05-28 11:51:28,10,False,1,2,
391,2021-05-27,2021-05-28 11:51:48,35,False,1,4,
392,2021-05-28,2021-05-29 00:36:32,10,False,1,2,
393,2021-05-28,2021-05-29 00:36:47,65,False,1,2,
394,2021-05-28,2021-05-29 00:37:07,20,False,1,2,
395,2021-05-28,2021-05-29 15:38:50,25,False,5,2,
397,2021-05-19,2021-05-30 00:41:23,30,False,1,2,
398,2021-05-19,2021-05-30 00:43:32,20,False,1,5,
399,2021-05-31,2021-06-01 13:54:17,16,48,False,1,2,
400,2021-05-31,2021-06-01 13:54:39,3,False,1,1,
401,2021-05-31,2021-06-01 13:55:21,20,False,1,2,
402,2021-05-31,2021-06-01 13:55:43,16,False,5,1,
403,2021-05-31,2021-06-01 13:55:57,16,False,5,2,
404,2021-06-01,2021-06-01 13:56:26,3,False,1,2,
